ID#,Potencia (cv),Puertas,Precio (€),Emisiones CO2 (gr/km),Autonomía (km),Consumo (l/100km),Garantía (meses),Motor (cc),Capacidad depósito (lts),N° marchas,Velocidad Máxima (km/h),Aceleración (0-100 km) (s),Revoluciones Potencia Máxima (rpm),Par motor (Nm),Peso (kg),Largo (mm),Ancho (mm),Alto (mm),Marca_Alfa Romeo,Marca_Audi,Marca_Bmw,Marca_Citroen,Marca_Cupra,Marca_Dacia,Marca_Ds,Marca_Fiat,Marca_Ford,Marca_Honda,Marca_Hyundai,Marca_Jaguar,Marca_Jeep,Marca_Kia,Marca_Land Rover,Marca_Lexus,Marca_Mazda,Marca_Mercedes,Marca_Mini,Marca_Mitsubishi,Marca_Morgan,Marca_Nissan,Marca_Opel,Marca_Peugeot,Marca_Porsche,Marca_Renault,Marca_Seat,Marca_Skoda,Marca_Subaru,Marca_Suzuki,Marca_Toyota,Marca_Volkswagen,Marca_Volvo,Combustible_Diésel,Combustible_Gasolina,Combustible_Híbrido,CO2_gris,CO2_rojo,CO2_verde,Tracción_Tracción total,Tracción_Tracción trasera,Transmisión_Automática continua ,"Transmisión_Automática continua, secuencial ",Transmisión_Automática secuencial ,Transmisión_Manual ,Transmisión_Manual automatizada ,Transmisión_Manual con subgrupos ,Carrocería_Bus ,Carrocería_Chasis ,Carrocería_Chasis Doble Cabina ,Carrocería_Combi ,Carrocería_Convertible ,Carrocería_Coupe ,Carrocería_Furgon ,Carrocería_Monovolumen ,Carrocería_Pick-Up ,Carrocería_Pick-Up Doble Cabina ,Carrocería_Roadster ,Carrocería_Stationwagon ,Carrocería_Todo Terreno 
1127,95,5.0,20556.0,103.0,1190.5,4.2,24.0,1248.0,50.0,5,181.0,12.5,3750.0,200.0,1300.0,4368.0,1792.0,1495.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,95,5.0,20856.0,103.0,1190.5,4.2,24.0,1248.0,50.0,5,181.0,12.5,3750.0,200.0,1300.0,4368.0,1792.0,1495.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,120,5.0,20984.0,155.0,714.3,7.0,24.0,1368.0,50.0,6,200.0,9.9,5000.0,215.0,1275.0,4368.0,1792.0,1495.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,120,5.0,20984.0,152.0,714.3,7.0,24.0,1368.0,50.0,6,200.0,10.1,5000.0,215.0,1305.0,4571.0,1792.0,1514.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1131,95,5.0,21006.0,103.0,1190.5,4.2,24.0,1248.0,50.0,5,180.0,12.9,3750.0,200.0,1320.0,4571.0,1792.0,1514.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1132,120,4.0,21106.0,110.0,1022.7,4.4,24.0,1598.0,45.0,6,200.0,9.8,3750.0,320.0,1310.0,4532.0,1792.0,1497.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,95,5.0,21556.0,103.0,1190.5,4.2,24.0,1248.0,50.0,5,180.0,12.9,3750.0,200.0,1320.0,4571.0,1792.0,1514.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1134,120,5.0,21805.0,110.0,1136.4,4.4,24.0,1598.0,50.0,6,200.0,10.1,3750.0,320.0,1320.0,4368.0,1792.0,1495.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,95,5.0,21856.0,103.0,1351.4,3.7,24.0,1248.0,50.0,5,180.0,12.3,3750.0,200.0,1300.0,4571.0,1792.0,1514.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1136,120,5.0,21984.0,155.0,714.3,7.0,24.0,1368.0,50.0,6,200.0,10.1,5000.0,215.0,1305.0,4571.0,1792.0,1514.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1137,120,5.0,22106.0,110.0,1136.4,4.4,24.0,1598.0,50.0,6,200.0,10.1,3750.0,320.0,1320.0,4368.0,1792.0,1495.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,120,5.0,22256.0,113.0,1087.0,4.6,24.0,1598.0,50.0,6,200.0,10.3,3750.0,320.0,1390.0,4571.0,1792.0,1514.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1139,120,5.0,22806.0,113.0,1087.0,4.6,24.0,1598.0,50.0,6,200.0,10.3,3750.0,320.0,1390.0,4571.0,1792.0,1514.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1140,120,5.0,23105.0,113.0,1087.0,4.6,24.0,1598.0,50.0,6,200.0,10.3,3750.0,320.0,1390.0,4571.0,1792.0,1514.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1141,120,5.0,23105.0,117.0,1136.4,4.4,24.0,1598.0,50.0,6,200.0,10.1,3750.0,320.0,1320.0,4368.0,1792.0,1495.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,120,5.0,23706.0,117.0,1087.0,4.6,24.0,1598.0,50.0,6,199.0,11.0,3750.0,320.0,1390.0,4368.0,1792.0,1495.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,120,5.0,24106.0,117.0,1087.0,4.6,24.0,1598.0,50.0,6,200.0,10.3,3750.0,320.0,1390.0,4571.0,1792.0,1514.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1144,120,5.0,24706.0,117.0,1087.0,4.6,24.0,1598.0,50.0,6,192.0,10.4,3750.0,320.0,1400.0,4571.0,1792.0,1514.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1145,120,5.0,24706.0,118.0,1087.0,4.6,24.0,1598.0,50.0,6,199.0,11.0,3750.0,320.0,1390.0,4368.0,1792.0,1495.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,120,5.0,25705.0,118.0,1087.0,4.6,24.0,1598.0,50.0,6,192.0,10.4,3750.0,320.0,1400.0,4571.0,1792.0,1514.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1147,100,5.0,13934.0,116.0,945.5,5.5,24.0,999.0,52.0,6,170.0,11.9,6000.0,170.0,1280.0,4096.0,1765.0,1650.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1148,125,5.0,14751.0,114.0,945.5,5.5,24.0,999.0,52.0,6,180.0,11.0,6000.0,170.0,1280.0,4096.0,1765.0,1650.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1149,125,5.0,14895.0,114.0,945.5,5.5,24.0,999.0,52.0,6,180.0,11.0,6000.0,170.0,1280.0,4096.0,1765.0,1650.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1150,120,5.0,15342.0,110.0,1106.4,4.7,24.0,1499.0,52.0,6,183.0,10.7,3750.0,300.0,1288.0,4096.0,1765.0,1650.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1151,100,5.0,15533.0,104.0,1155.6,4.5,24.0,1499.0,52.0,6,170.0,13.6,3750.0,215.0,1288.0,4096.0,1768.0,1650.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1152,100,5.0,16097.0,104.0,1155.6,4.5,24.0,1499.0,52.0,6,170.0,13.6,3750.0,215.0,1288.0,4096.0,1768.0,1650.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1153,140,5.0,16166.0,113.0,963.0,5.4,24.0,999.0,52.0,6,185.0,10.2,6300.0,180.0,1280.0,4096.0,1765.0,1650.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1154,100,5.0,16495.0,104.0,1155.6,4.5,24.0,1499.0,52.0,6,170.0,13.6,3750.0,215.0,1288.0,4096.0,1768.0,1650.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1155,120,5.0,16559.0,110.0,1106.4,4.7,24.0,1499.0,52.0,6,183.0,10.7,3750.0,300.0,1288.0,4096.0,1765.0,1650.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1157,75,5.0,10981.0,102.0,1050.0,4.0,24.0,1084.0,42.0,5,170.0,14.0,4518.421052631579,110.0,1091.0,4040.0,1735.0,1476.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,75,3.0,11198.0,102.0,893.6,4.7,24.0,1084.0,42.0,5,160.0,14.9,4518.421052631579,110.0,1091.0,4040.0,1735.0,1476.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,75,5.0,11678.0,102.0,1050.0,4.0,24.0,1084.0,42.0,5,170.0,14.0,4518.421052631579,110.0,1091.0,4040.0,1735.0,1476.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,95,5.0,11760.0,94.0,976.7,4.3,24.0,998.0,42.0,6,183.0,10.5,4518.421052631579,170.0,1091.0,4040.0,1735.0,1466.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,95,3.0,12001.0,94.0,976.7,4.3,24.0,998.0,42.0,6,183.0,10.5,4518.421052631579,170.0,1091.0,4040.0,1735.0,1466.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,75,5.0,12227.0,97.0,893.6,4.7,24.0,1084.0,42.0,5,160.0,14.9,4518.421052631579,110.0,1091.0,4040.0,1735.0,1476.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,85,5.0,12262.0,92.0,1200.0,3.5,24.0,1499.0,42.0,6,175.0,12.5,4518.421052631579,215.0,1091.0,4040.0,1735.0,1476.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,75,5.0,12309.0,97.0,893.6,4.7,24.0,1084.0,42.0,5,160.0,14.9,4518.421052631579,110.0,1091.0,4040.0,1735.0,1476.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,95,5.0,12315.0,94.0,976.7,4.3,24.0,998.0,42.0,6,183.0,10.5,4518.421052631579,170.0,1091.0,4040.0,1735.0,1466.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,95,5.0,12349.0,94.0,976.7,4.3,24.0,998.0,42.0,6,183.0,10.5,4518.421052631579,170.0,1101.0,4040.0,1735.0,1476.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,75,5.0,12697.0,97.0,893.6,4.7,24.0,1084.0,42.0,5,160.0,14.9,4518.421052631579,110.0,1091.0,4040.0,1735.0,1476.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,85,5.0,12785.0,92.0,1200.0,3.5,24.0,1499.0,42.0,6,175.0,12.5,4518.421052631579,215.0,1091.0,4040.0,1735.0,1466.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,85,5.0,13164.0,93.0,1200.0,3.5,24.0,1499.0,42.0,6,175.0,12.5,4518.421052631579,215.0,1091.0,4040.0,1735.0,1476.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,85,5.0,15655.0,92.0,1200.0,3.5,24.0,1499.0,42.0,6,175.0,12.5,4518.421052631579,215.0,1091.0,4040.0,1735.0,1476.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,125,5.0,18993.0,93.0,1000.0,4.2,24.0,999.0,42.0,6,195.0,9.9,6000.0,210.0,1101.0,4040.0,1735.0,1466.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,200,3.0,19759.0,136.0,750.0,5.6,24.0,1496.0,42.0,6,232.0,6.5,6000.0,290.0,1091.0,4068.0,1735.0,1469.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,200,5.0,19959.0,136.0,700.0,6.0,24.0,1496.0,42.0,6,232.0,6.5,6000.0,290.0,1091.0,4068.0,1735.0,1469.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,125,5.0,20523.0,93.0,1000.0,4.2,24.0,999.0,42.0,6,195.0,9.9,6000.0,210.0,1101.0,4040.0,1735.0,1466.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,125,5.0,20773.0,90.0,1000.0,4.2,24.0,999.0,42.0,6,195.0,9.9,6000.0,210.0,1101.0,4040.0,1735.0,1466.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,155,5.0,20973.0,92.0,1000.0,4.2,24.0,999.0,42.0,6,195.0,9.9,6000.0,220.0,1101.0,4040.0,1735.0,1466.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,125,5.0,21773.0,104.0,976.7,4.3,24.0,998.0,42.0,7,195.0,9.9,6000.0,170.0,1101.0,4040.0,1735.0,1466.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,125,5.0,22023.0,104.0,976.7,4.3,24.0,998.0,42.0,7,195.0,9.9,6000.0,170.0,1101.0,4040.0,1735.0,1466.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,125,5.0,25068.0,93.0,1000.0,4.2,24.0,999.0,42.0,6,195.0,9.9,6000.0,210.0,1101.0,4040.0,1735.0,1466.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,125,5.0,26318.0,104.0,976.7,4.3,24.0,998.0,42.0,7,195.0,9.9,6000.0,170.0,1101.0,4040.0,1735.0,1466.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,124,5.0,16332.0,96.0,1130.4,4.6,24.0,999.0,52.0,6,191.99411764705883,12.5,6000.0,170.0,1201.0,4378.0,1825.0,1452.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,124,5.0,16475.0,96.0,1130.4,4.6,24.0,999.0,52.0,6,191.99411764705883,12.5,6000.0,170.0,1201.0,4378.0,1825.0,1452.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,100,5.0,16529.0,97.0,1130.4,4.6,24.0,999.0,52.0,6,191.99411764705883,12.5,6000.0,170.0,1201.0,4378.0,1825.0,1452.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,125,5.0,16913.0,102.0,1083.3,4.8,24.0,999.0,52.0,6,191.99411764705883,11.2,6000.0,170.0,1241.0,4668.0,1825.0,1469.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1185,124,5.0,16959.0,96.0,1130.4,4.6,24.0,999.0,52.0,6,191.99411764705883,12.5,6000.0,170.0,1201.0,4378.0,1825.0,1452.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,125,5.0,17233.0,102.0,1061.2,4.9,24.0,999.0,52.0,6,191.99411764705883,11.2,6000.0,170.0,1241.0,4668.0,1825.0,1469.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1187,120,5.0,17652.0,92.0,1368.4,3.8,24.0,1498.0,52.0,6,191.99411764705883,12.0,3600.0,270.0,1263.0,4378.0,1825.0,1452.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,125,5.0,17774.0,102.0,1083.3,4.8,24.0,999.0,52.0,6,191.99411764705883,11.2,6000.0,170.0,1241.0,4668.0,1825.0,1469.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1189,125,5.0,17898.0,101.0,1061.2,4.9,24.0,999.0,52.0,6,191.99411764705883,11.2,6000.0,170.0,1241.0,4668.0,1825.0,1469.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1190,120,5.0,17971.0,93.0,1270.3,3.7,24.0,1498.0,47.0,6,191.99411764705883,10.7,3600.0,270.0,1293.0,4668.0,1825.0,1469.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1191,95,5.0,18029.0,92.0,1368.4,3.8,24.0,1498.0,52.0,6,191.99411764705883,12.0,3600.0,270.0,1263.0,4378.0,1825.0,1452.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,120,5.0,18082.0,92.0,1368.4,3.8,24.0,1498.0,52.0,6,191.99411764705883,12.0,3600.0,270.0,1263.0,4378.0,1825.0,1452.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
